T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
36,Australia,2019,Percentage of individuals using the internet,93.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
36,Australia,2020,Percentage of individuals using the internet,96.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
36,Australia,2021,Percentage of individuals using the internet,96.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2000,Percentage of individuals using the internet,33.7,Population aged 14 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2005,Percentage of individuals using the internet,58.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2010,Percentage of individuals using the internet,75.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2015,Percentage of individuals using the internet,83.9,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2019,Percentage of individuals using the internet,87.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2020,Percentage of individuals using the internet,87.5,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
40,Austria,2021,Percentage of individuals using the internet,92.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2005,Percentage of individuals using the internet,8.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2010,Percentage of individuals using the internet,46.0,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2015,Percentage of individuals using the internet,77.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2019,Percentage of individuals using the internet,81.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2020,Percentage of individuals using the internet,84.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
31,Azerbaijan,2021,Percentage of individuals using the internet,86.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2000,Percentage of individuals using the internet,8.0,Estimate.;Estimated based on 3 times the number of subscribers.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2005,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2010,Percentage of individuals using the internet,43.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2015,Percentage of individuals using the internet,78.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2019,Percentage of individuals using the internet,90.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2020,Percentage of individuals using the internet,92.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
44,Bahamas,2021,Percentage of individuals using the internet,94.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2000,Percentage of individuals using the internet,6.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2005,Percentage of individuals using the internet,21.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2010,Percentage of individuals using the internet,55.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2015,Percentage of individuals using the internet,93.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2019,Percentage of individuals using the internet,99.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2020,Percentage of individuals using the internet,99.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
48,Bahrain,2021,Percentage of individuals using the internet,100.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2005,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2010,Percentage of individuals using the internet,3.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2015,Percentage of individuals using the internet,12.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2019,Percentage of individuals using the internet,27.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2020,Percentage of individuals using the internet,32.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
50,Bangladesh,2021,Percentage of individuals using the internet,38.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2000,Percentage of individuals using the internet,4.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2005,Percentage of individuals using the internet,52.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2010,Percentage of individuals using the internet,65.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2015,Percentage of individuals using the internet,76.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2019,Percentage of individuals using the internet,83.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2020,Percentage of individuals using the internet,82.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
52,Barbados,2021,Percentage of individuals using the internet,85.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
112,Belarus,2000,Percentage of individuals using the internet,1.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
112,Belarus,2010,Percentage of individuals using the internet,31.8,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
112,Belarus,2015,Percentage of individuals using the internet,62.2,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
112,Belarus,2019,Percentage of individuals using the internet,82.8,Users in the last 12 months.;Population aged 6 to 72 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
